id,cert,source_category,dimension,degree,f_poly,primary_constant,source
1688,B_verified_numeric,CMF Hunter,2,3,-2*x**3 - 4*x**2*y - 4*x*y**2 - 3*x - 2*y**3 - 3*y,,cmf_hunter
1689,B_verified_numeric,CMF Hunter,2,3,-2*x**3 - 4*x**2*y - 4*x*y**2 - 2*x - 2*y**3 - 2*y,,cmf_hunter
1690,B_verified_numeric,CMF Hunter,2,3,-2*x**3 - 4*x**2*y - 4*x*y**2 - x - 2*y**3 - y,,cmf_hunter
1691,B_verified_numeric,CMF Hunter,2,3,-2*x**3 - 4*x**2*y - 4*x*y**2 + x - 2*y**3 + y,,cmf_hunter
1692,B_verified_numeric,CMF Hunter,2,3,-2*x**3 - 4*x**2*y - 4*x*y**2 + 2*x - 2*y**3 + 2*y,,cmf_hunter
1693,B_verified_numeric,CMF Hunter,2,3,-2*x**3 - 4*x**2*y - 4*x*y**2 + 3*x - 2*y**3 + 3*y,,cmf_hunter
1694,B_verified_numeric,CMF Hunter,2,3,-2*x**3 - 4*x**2*y - 4*x*y**2 + 4*x - 2*y**3 + 4*y,,cmf_hunter
1695,B_verified_numeric,CMF Hunter,2,3,-2*x**3 - 4*x**2*y - 4*x*y**2 + 5*x - 2*y**3 + 5*y,,cmf_hunter
1696,B_verified_numeric,CMF Hunter,2,3,-2*x**3 - 4*x**2*y - 4*x*y**2 + 6*x - 2*y**3 + 6*y,,cmf_hunter
1697,B_verified_numeric,CMF Hunter,2,3,-2*x**3 - 4*x**2*y - 4*x*y**2 + 7*x - 2*y**3 + 7*y,,cmf_hunter
1698,B_verified_numeric,CMF Hunter,2,3,-2*x**3 - 4*x**2*y - 4*x*y**2 + 8*x - 2*y**3 + 8*y,,cmf_hunter
1699,B_verified_numeric,CMF Hunter,2,3,x**3 - 10*x + y**3 - 10*y,,cmf_hunter
1700,B_verified_numeric,CMF Hunter,2,2,-2*x**2 - 2*x*y - 2*x - y**2 - y - 3,,cmf_hunter
1701,B_verified_numeric,CMF Hunter,2,2,-2*x**2 - 2*x*y - 2*x - y**2 - y - 2,,cmf_hunter
1702,B_verified_numeric,CMF Hunter,2,2,-2*x**2 - 2*x*y - 2*x - y**2 - y - 1,,cmf_hunter
1703,B_verified_numeric,CMF Hunter,2,2,-2*x**2 - 2*x*y - 2*x - y**2 - y + 1,,cmf_hunter
1704,B_verified_numeric,CMF Hunter,2,2,-2*x**2 - 2*x*y - 2*x - y**2 - y + 2,,cmf_hunter
1705,B_verified_numeric,CMF Hunter,2,2,-2*x**2 - 2*x*y - 2*x - y**2 - y + 3,,cmf_hunter
1706,B_verified_numeric,CMF Hunter,2,2,-2*x**2 - 2*x*y - y**2 - 3,,cmf_hunter
1707,B_verified_numeric,CMF Hunter,2,2,-2*x**2 - 2*x*y - y**2 - 2,,cmf_hunter
1708,B_verified_numeric,CMF Hunter,2,2,-2*x**2 - 2*x*y - y**2 - 1,,cmf_hunter
1709,B_verified_numeric,CMF Hunter,2,2,-2*x**2 - 2*x*y - y**2 + 1,,cmf_hunter
1710,B_verified_numeric,CMF Hunter,2,2,-2*x**2 - 2*x*y - y**2 + 3,,cmf_hunter
1711,B_verified_numeric,CMF Hunter,2,2,-2*x**2 - 2*x*y + 2*x - y**2 + y - 3,,cmf_hunter
1712,B_verified_numeric,CMF Hunter,2,2,-2*x**2 - 2*x*y + 2*x - y**2 + y - 2,,cmf_hunter
1713,B_verified_numeric,CMF Hunter,2,2,-2*x**2 - 2*x*y + 2*x - y**2 + y - 1,,cmf_hunter
1714,B_verified_numeric,CMF Hunter,2,2,-2*x**2 - 2*x*y + 2*x - y**2 + y + 1,,cmf_hunter
1715,B_verified_numeric,CMF Hunter,2,2,-2*x**2 - 2*x*y + 2*x - y**2 + y + 2,,cmf_hunter
1716,B_verified_numeric,CMF Hunter,2,2,-2*x**2 - 2*x*y + 2*x - y**2 + y + 3,,cmf_hunter
1717,B_verified_numeric,CMF Hunter,2,2,-x**2 - 2*x*y - x - 2*y**2 - 2*y - 3,,cmf_hunter
1718,B_verified_numeric,CMF Hunter,2,2,-x**2 - 2*x*y - x - 2*y**2 - 2*y - 2,,cmf_hunter
1719,B_verified_numeric,CMF Hunter,2,2,-x**2 - 2*x*y - x - 2*y**2 - 2*y - 1,,cmf_hunter
1720,B_verified_numeric,CMF Hunter,2,2,-x**2 - 2*x*y - x - 2*y**2 - 2*y + 1,,cmf_hunter
1721,B_verified_numeric,CMF Hunter,2,2,-x**2 - 2*x*y - x - 2*y**2 - 2*y + 3,,cmf_hunter
1722,B_verified_numeric,CMF Hunter,2,2,-x**2 - 2*x*y - 2*y**2 - 3,,cmf_hunter
1723,B_verified_numeric,CMF Hunter,2,2,-x**2 - 2*x*y - 2*y**2 - 2,,cmf_hunter
1724,B_verified_numeric,CMF Hunter,2,2,-x**2 - 2*x*y - 2*y**2 - 1,,cmf_hunter
1725,B_verified_numeric,CMF Hunter,2,2,-x**2 - 2*x*y - 2*y**2 + 2,,cmf_hunter
1726,B_verified_numeric,CMF Hunter,2,2,-x**2 - 2*x*y - 2*y**2 + 3,,cmf_hunter
1727,B_verified_numeric,CMF Hunter,2,2,-x**2 - 2*x*y + x - 2*y**2 + 2*y - 3,,cmf_hunter
1728,B_verified_numeric,CMF Hunter,2,2,-x**2 - 2*x*y + x - 2*y**2 + 2*y - 2,,cmf_hunter
1729,B_verified_numeric,CMF Hunter,2,2,-x**2 - 2*x*y + x - 2*y**2 + 2*y + 1,,cmf_hunter
1730,B_verified_numeric,CMF Hunter,2,2,-x**2 - 2*x*y + x - 2*y**2 + 2*y + 3,,cmf_hunter
1731,B_verified_numeric,CMF Hunter,2,2,-x**2 - 2*x*y + x - 2*y**2 + 2*y - 1,,cmf_hunter
1732,B_verified_numeric,CMF Hunter,2,3,x**3 - 3*x + y**3 - 3*y - 3,,cmf_hunter
1733,B_verified_numeric,CMF Hunter,2,3,x**3 - 3*x + y**3 - 3*y - 3,,cmf_hunter
1734,B_verified_numeric,CMF Hunter,2,3,x**3 - 3*x + y**3 - 3*y - 1,,cmf_hunter
1735,B_verified_numeric,CMF Hunter,2,3,x**3 - 3*x + y**3 - 3*y - 1,,cmf_hunter
1736,B_verified_numeric,CMF Hunter,2,3,x**3 - 3*x + y**3 - 3*y + 1,,cmf_hunter
1737,B_verified_numeric,CMF Hunter,2,3,x**3 - 3*x + y**3 - 3*y + 1,,cmf_hunter
1738,B_verified_numeric,CMF Hunter,2,3,x**3 - 3*x + y**3 - 3*y + 3,,cmf_hunter
1739,B_verified_numeric,CMF Hunter,2,3,x**3 - 3*x + y**3 - 3*y + 3,,cmf_hunter
1740,B_verified_numeric,CMF Hunter,2,3,x**3 - 2*x + y**3 - 2*y - 2,,cmf_hunter
1741,B_verified_numeric,CMF Hunter,2,3,x**3 - 2*x + y**3 - 2*y - 2,,cmf_hunter
1742,B_verified_numeric,CMF Hunter,2,3,x**3 - 2*x + y**3 - 2*y - 1,,cmf_hunter
1743,B_verified_numeric,CMF Hunter,2,3,x**3 - 2*x + y**3 - 2*y + 2,,cmf_hunter
1744,B_verified_numeric,CMF Hunter,2,3,x**3 - 2*x + y**3 - 2*y + 2,,cmf_hunter
1745,B_verified_numeric,CMF Hunter,2,3,x**3 - 2*x + y**3 - 2*y + 3,,cmf_hunter
1746,B_verified_numeric,CMF Hunter,2,3,x**3 - 2*x + y**3 - 2*y + 3,,cmf_hunter
1747,B_verified_numeric,CMF Hunter,2,3,x**3 - x + y**3 - y - 3,,cmf_hunter
1748,B_verified_numeric,CMF Hunter,2,3,x**3 - x + y**3 - y - 3,,cmf_hunter
1749,B_verified_numeric,CMF Hunter,2,3,x**3 - x + y**3 - y - 2,,cmf_hunter
1750,B_verified_numeric,CMF Hunter,2,3,x**3 - x + y**3 - y - 2,,cmf_hunter
1751,B_verified_numeric,CMF Hunter,2,3,x**3 - x + y**3 - y - 1,,cmf_hunter
1752,B_verified_numeric,CMF Hunter,2,3,x**3 - x + y**3 - y - 1,,cmf_hunter
1753,B_verified_numeric,CMF Hunter,2,3,x**3 - x + y**3 - y + 1,,cmf_hunter
1754,B_verified_numeric,CMF Hunter,2,3,x**3 - x + y**3 - y + 1,,cmf_hunter
1755,B_verified_numeric,CMF Hunter,2,3,x**3 - x + y**3 - y + 2,,cmf_hunter
1756,B_verified_numeric,CMF Hunter,2,3,x**3 - x + y**3 - y + 2,,cmf_hunter
1757,B_verified_numeric,CMF Hunter,2,3,x**3 - x + y**3 - y + 3,,cmf_hunter
1758,B_verified_numeric,CMF Hunter,2,3,x**3 - x + y**3 - y + 3,,cmf_hunter
1759,B_verified_numeric,CMF Hunter,2,3,x**3 + y**3 - 3,,cmf_hunter
1760,B_verified_numeric,CMF Hunter,2,3,x**3 + y**3 - 3,,cmf_hunter
1761,B_verified_numeric,CMF Hunter,2,3,x**3 + y**3 - 2,,cmf_hunter
1762,B_verified_numeric,CMF Hunter,2,3,x**3 + y**3 - 2,,cmf_hunter
1763,B_verified_numeric,CMF Hunter,2,3,x**3 + y**3 + 1,,cmf_hunter
1764,B_verified_numeric,CMF Hunter,2,3,x**3 + y**3 + 3,,cmf_hunter
1765,B_verified_numeric,CMF Hunter,2,3,x**3 + y**3 + 3,,cmf_hunter
1766,B_verified_numeric,CMF Hunter,2,3,x**3 + x + y**3 + y - 3,,cmf_hunter
1767,B_verified_numeric,CMF Hunter,2,3,x**3 + x + y**3 + y - 3,,cmf_hunter
1768,B_verified_numeric,CMF Hunter,2,3,x**3 + x + y**3 + y - 1,,cmf_hunter
1769,B_verified_numeric,CMF Hunter,2,3,x**3 + x + y**3 + y - 1,,cmf_hunter
1770,B_verified_numeric,CMF Hunter,2,3,x**3 + x + y**3 + y + 1,,cmf_hunter
1771,B_verified_numeric,CMF Hunter,2,3,x**3 + x + y**3 + y + 1,,cmf_hunter
1772,B_verified_numeric,CMF Hunter,2,3,x**3 + x + y**3 + y + 2,,cmf_hunter
1773,B_verified_numeric,CMF Hunter,2,3,x**3 + x + y**3 + y + 3,,cmf_hunter
1774,B_verified_numeric,CMF Hunter,2,3,x**3 + x + y**3 + y + 3,,cmf_hunter
1775,B_verified_numeric,CMF Hunter,2,3,x**3 + 2*x + y**3 + 2*y - 2,,cmf_hunter
1776,B_verified_numeric,CMF Hunter,2,3,x**3 + 2*x + y**3 + 2*y - 2,,cmf_hunter
1777,B_verified_numeric,CMF Hunter,2,3,x**3 + 2*x + y**3 + 2*y - 1,,cmf_hunter
1778,B_verified_numeric,CMF Hunter,2,3,x**3 + 2*x + y**3 + 2*y - 1,,cmf_hunter
1779,B_verified_numeric,CMF Hunter,2,3,x**3 + 2*x + y**3 + 2*y + 1,,cmf_hunter
1780,B_verified_numeric,CMF Hunter,2,3,x**3 + 2*x + y**3 + 2*y + 1,,cmf_hunter
1781,B_verified_numeric,CMF Hunter,2,3,x**3 + 2*x + y**3 + 2*y + 2,,cmf_hunter
1782,B_verified_numeric,CMF Hunter,2,3,x**3 + 2*x + y**3 + 2*y + 2,,cmf_hunter
1783,B_verified_numeric,CMF Hunter,2,3,x**3 + 2*x + y**3 + 2*y + 3,,cmf_hunter
1784,B_verified_numeric,CMF Hunter,2,3,x**3 + 3*x + y**3 + 3*y - 3,,cmf_hunter
1785,B_verified_numeric,CMF Hunter,2,3,x**3 + 3*x + y**3 + 3*y - 3,,cmf_hunter
1786,B_verified_numeric,CMF Hunter,2,3,x**3 + 3*x + y**3 + 3*y - 2,,cmf_hunter
1787,B_verified_numeric,CMF Hunter,2,3,x**3 + 3*x + y**3 + 3*y - 2,,cmf_hunter
1788,B_verified_numeric,CMF Hunter,2,3,x**3 + 3*x + y**3 + 3*y - 1,,cmf_hunter
1789,B_verified_numeric,CMF Hunter,2,3,x**3 + 3*x + y**3 + 3*y - 1,,cmf_hunter
1790,B_verified_numeric,CMF Hunter,2,3,x**3 + 3*x + y**3 + 3*y + 1,,cmf_hunter
1791,B_verified_numeric,CMF Hunter,2,3,x**3 + 3*x + y**3 + 3*y + 1,,cmf_hunter
1792,B_verified_numeric,CMF Hunter,2,2,-2*x**2 - 2*x*y - y**2 + 2,,cmf_hunter
1793,B_verified_numeric,CMF Hunter,2,2,-x**2 - 2*x*y - x - 2*y**2 - 2*y + 2,,cmf_hunter
1794,B_verified_numeric,CMF Hunter,2,2,-x**2 - 2*x*y - 2*y**2 + 1,,cmf_hunter
1795,B_verified_numeric,CMF Hunter,2,2,-x**2 - 2*x*y + x - 2*y**2 + 2*y + 2,,cmf_hunter
1796,B_verified_numeric,CMF Hunter,2,3,x**3 - 3*x + y**3 - 3*y - 2,,cmf_hunter
1797,B_verified_numeric,CMF Hunter,2,3,x**3 - 3*x + y**3 - 3*y - 2,,cmf_hunter
1798,B_verified_numeric,CMF Hunter,2,3,x**3 - 4*x + y**3 - 4*y - 3,,cmf_hunter
1799,B_verified_numeric,CMF Hunter,2,3,x**3 - 4*x + y**3 - 4*y - 3,,cmf_hunter
1800,B_verified_numeric,CMF Hunter,2,3,x**3 - 4*x + y**3 - 4*y - 2,,cmf_hunter
1801,B_verified_numeric,CMF Hunter,2,3,x**3 - 4*x + y**3 - 4*y - 2,,cmf_hunter
1802,B_verified_numeric,CMF Hunter,2,3,x**3 - 4*x + y**3 - 4*y - 1,,cmf_hunter
1803,B_verified_numeric,CMF Hunter,2,3,x**3 - 4*x + y**3 - 4*y - 1,,cmf_hunter
1804,B_verified_numeric,CMF Hunter,2,3,x**3 - 4*x + y**3 - 4*y + 1,,cmf_hunter
1805,B_verified_numeric,CMF Hunter,2,3,x**3 - 4*x + y**3 - 4*y + 1,,cmf_hunter
1806,B_verified_numeric,CMF Hunter,2,3,x**3 - 4*x + y**3 - 4*y + 2,,cmf_hunter
1807,B_verified_numeric,CMF Hunter,2,3,x**3 - 4*x + y**3 - 4*y + 2,,cmf_hunter
1808,B_verified_numeric,CMF Hunter,2,3,x**3 - 4*x + y**3 - 4*y + 3,,cmf_hunter
1809,B_verified_numeric,CMF Hunter,2,3,x**3 - 4*x + y**3 - 4*y + 3,,cmf_hunter
1810,B_verified_numeric,CMF Hunter,2,3,x**3 + 3*x + y**3 + 3*y + 2,,cmf_hunter
1811,B_verified_numeric,CMF Hunter,2,3,x**3 + 3*x + y**3 + 3*y + 2,,cmf_hunter
1812,B_verified_numeric,CMF Hunter,2,3,x**3 + 3*x + y**3 + 3*y + 3,,cmf_hunter
1813,B_verified_numeric,CMF Hunter,2,3,x**3 + 3*x + y**3 + 3*y + 3,,cmf_hunter
1814,B_verified_numeric,CMF Hunter,2,3,x**3 + 4*x + y**3 + 4*y - 3,,cmf_hunter
1815,B_verified_numeric,CMF Hunter,2,3,x**3 + 4*x + y**3 + 4*y - 3,,cmf_hunter
1816,B_verified_numeric,CMF Hunter,2,3,x**3 - 6*x + y**3 - 6*y - 3,,cmf_hunter
1817,B_verified_numeric,CMF Hunter,2,3,x**3 - 6*x + y**3 - 6*y - 3,,cmf_hunter
1818,B_verified_numeric,CMF Hunter,2,3,x**3 - 6*x + y**3 - 6*y - 2,,cmf_hunter
1819,B_verified_numeric,CMF Hunter,2,3,x**3 - 6*x + y**3 - 6*y - 2,,cmf_hunter
1820,B_verified_numeric,CMF Hunter,2,3,x**3 - 6*x + y**3 - 6*y - 1,,cmf_hunter
1821,B_verified_numeric,CMF Hunter,2,3,x**3 - 6*x + y**3 - 6*y - 1,,cmf_hunter
1822,B_verified_numeric,CMF Hunter,2,3,x**3 - 6*x + y**3 - 6*y + 1,,cmf_hunter
1823,B_verified_numeric,CMF Hunter,2,3,x**3 - 6*x + y**3 - 6*y + 1,,cmf_hunter
1824,B_verified_numeric,CMF Hunter,2,3,x**3 - 6*x + y**3 - 6*y + 2,,cmf_hunter
1825,B_verified_numeric,CMF Hunter,2,3,x**3 - 6*x + y**3 - 6*y + 2,,cmf_hunter
1826,B_verified_numeric,CMF Hunter,2,3,x**3 - 6*x + y**3 - 6*y + 3,,cmf_hunter
1827,B_verified_numeric,CMF Hunter,2,3,x**3 - 6*x + y**3 - 6*y + 3,,cmf_hunter
1828,B_verified_numeric,CMF Hunter,2,3,x**3 - 5*x + y**3 - 5*y - 3,,cmf_hunter
1829,B_verified_numeric,CMF Hunter,2,3,x**3 - 5*x + y**3 - 5*y - 3,,cmf_hunter
1830,B_verified_numeric,CMF Hunter,2,3,x**3 - 5*x + y**3 - 5*y - 2,,cmf_hunter
1831,B_verified_numeric,CMF Hunter,2,3,x**3 - 5*x + y**3 - 5*y - 2,,cmf_hunter
1832,B_verified_numeric,CMF Hunter,2,3,x**3 - 5*x + y**3 - 5*y - 1,,cmf_hunter
1833,B_verified_numeric,CMF Hunter,2,3,x**3 - 5*x + y**3 - 5*y - 1,,cmf_hunter
1834,B_verified_numeric,CMF Hunter,2,3,x**3 - 5*x + y**3 - 5*y + 1,,cmf_hunter
1835,B_verified_numeric,CMF Hunter,2,3,x**3 - 5*x + y**3 - 5*y + 1,,cmf_hunter
1836,B_verified_numeric,CMF Hunter,2,3,x**3 - 5*x + y**3 - 5*y + 2,,cmf_hunter
1837,B_verified_numeric,CMF Hunter,2,3,x**3 - 5*x + y**3 - 5*y + 2,,cmf_hunter
1838,B_verified_numeric,CMF Hunter,2,3,x**3 - 5*x + y**3 - 5*y + 3,,cmf_hunter
1839,B_verified_numeric,CMF Hunter,2,3,x**3 - 5*x + y**3 - 5*y + 3,,cmf_hunter
1840,B_verified_numeric,CMF Hunter,2,8,x**8 + 8*x**7*y + 12*x**7 + 28*x**6*y**2 + 84*x**6*y + 54*x**6 + 56*x**5*y**3 + 252*x**5*y**2 + 324*x**5*y + 108*x**5 + 70*x**4*y**4 + 420*x**4*y**3 + 810*x**4*y**2 + 540*x**4*y + 69*x**4 + 56*x**3*y**5 + 420*x**3*y**4 + 1080*x**3*y**3 + 1080*x**3*y**2 + 276*x**3*y - 72*x**3 + 28*x**2*y**6 + 252*x**2*y**5 + 810*x**2*y**4 + 1080*x**2*y**3 + 414*x**2*y**2 - 216*x**2*y - 124*x**2 + 8*x*y**7 + 84*x*y**6 + 324*x*y**5 + 540*x*y**4 + 276*x*y**3 - 216*x*y**2 - 248*x*y - 48*x + y**8 + 12*y**7 + 54*y**6 + 108*y**5 + 69*y**4 - 72*y**3 - 124*y**2 - 48*y,,ml_loop
1841,B_verified_numeric,CMF Hunter,2,6,x**6 + 6*x**5*y + 9*x**5 + 15*x**4*y**2 + 45*x**4*y + 31*x**4 + 20*x**3*y**3 + 90*x**3*y**2 + 124*x**3*y + 51*x**3 + 15*x**2*y**4 + 90*x**2*y**3 + 186*x**2*y**2 + 153*x**2*y + 40*x**2 + 6*x*y**5 + 45*x*y**4 + 124*x*y**3 + 153*x*y**2 + 80*x*y + 12*x + y**6 + 9*y**5 + 31*y**4 + 51*y**3 + 40*y**2 + 12*y,,ml_loop
1842,B_verified_numeric,CMF Hunter,2,8,x**8 + 8*x**7*y + 12*x**7 + 28*x**6*y**2 + 84*x**6*y + 42*x**6 + 56*x**5*y**3 + 252*x**5*y**2 + 252*x**5*y + 70*x**4*y**4 + 420*x**4*y**3 + 630*x**4*y**2 - 231*x**4 + 56*x**3*y**5 + 420*x**3*y**4 + 840*x**3*y**3 - 924*x**3*y - 252*x**3 + 28*x**2*y**6 + 252*x**2*y**5 + 630*x**2*y**4 - 1386*x**2*y**2 - 756*x**2*y + 188*x**2 + 8*x*y**7 + 84*x*y**6 + 252*x*y**5 - 924*x*y**3 - 756*x*y**2 + 376*x*y + 240*x + y**8 + 12*y**7 + 42*y**6 - 231*y**4 - 252*y**3 + 188*y**2 + 240*y,,ml_loop
1843,B_verified_numeric,CMF Hunter,2,6,x**6 + 6*x**5*y + 9*x**5 + 15*x**4*y**2 + 45*x**4*y + 25*x**4 + 20*x**3*y**3 + 90*x**3*y**2 + 100*x**3*y + 15*x**3 + 15*x**2*y**4 + 90*x**2*y**3 + 150*x**2*y**2 + 45*x**2*y - 26*x**2 + 6*x*y**5 + 45*x*y**4 + 100*x*y**3 + 45*x*y**2 - 52*x*y - 24*x + y**6 + 9*y**5 + 25*y**4 + 15*y**3 - 26*y**2 - 24*y,,ml_loop
1844,B_verified_numeric,CMF Hunter,2,8,x**8 + 8*x**7*y + 12*x**7 + 28*x**6*y**2 + 84*x**6*y + 58*x**6 + 56*x**5*y**3 + 252*x**5*y**2 + 348*x**5*y + 144*x**5 + 70*x**4*y**4 + 420*x**4*y**3 + 870*x**4*y**2 + 720*x**4*y + 193*x**4 + 56*x**3*y**5 + 420*x**3*y**4 + 1160*x**3*y**3 + 1440*x**3*y**2 + 772*x**3*y + 132*x**3 + 28*x**2*y**6 + 252*x**2*y**5 + 870*x**2*y**4 + 1440*x**2*y**3 + 1158*x**2*y**2 + 396*x**2*y + 36*x**2 + 8*x*y**7 + 84*x*y**6 + 348*x*y**5 + 720*x*y**4 + 772*x*y**3 + 396*x*y**2 + 72*x*y + y**8 + 12*y**7 + 58*y**6 + 144*y**5 + 193*y**4 + 132*y**3 + 36*y**2,,ml_loop
1845,B_verified_numeric,CMF Hunter,3,8,x**4*z**4 + 18*x**4*z**3 + 119*x**4*z**2 + 342*x**4*z + 360*x**4 + 4*x**3*y*z**4 + 72*x**3*y*z**3 + 476*x**3*y*z**2 + 1368*x**3*y*z + 1440*x**3*y + 6*x**3*z**4 + 108*x**3*z**3 + 714*x**3*z**2 + 2052*x**3*z + 2160*x**3 + 6*x**2*y**2*z**4 + 108*x**2*y**2*z**3 + 714*x**2*y**2*z**2 + 2052*x**2*y**2*z + 2160*x**2*y**2 + 18*x**2*y*z**4 + 324*x**2*y*z**3 + 2142*x**2*y*z**2 + 6156*x**2*y*z + 6480*x**2*y + 11*x**2*z**4 + 198*x**2*z**3 + 1309*x**2*z**2 + 3762*x**2*z + 3960*x**2 + 4*x*y**3*z**4 + 72*x*y**3*z**3 + 476*x*y**3*z**2 + 1368*x*y**3*z + 1440*x*y**3 + 18*x*y**2*z**4 + 324*x*y**2*z**3 + 2142*x*y**2*z**2 + 6156*x*y**2*z + 6480*x*y**2 + 22*x*y*z**4 + 396*x*y*z**3 + 2618*x*y*z**2 + 7524*x*y*z + 7920*x*y + 6*x*z**4 + 108*x*z**3 + 714*x*z**2 + 2052*x*z + 2160*x + y**4*z**4 + 18*y**4*z**3 + 119*y**4*z**2 + 342*y**4*z + 360*y**4 + 6*y**3*z**4 + 108*y**3*z**3 + 714*y**3*z**2 + 2052*y**3*z + 2160*y**3 + 11*y**2*z**4 + 198*y**2*z**3 + 1309*y**2*z**2 + 3762*y**2*z + 3960*y**2 + 6*y*z**4 + 108*y*z**3 + 714*y*z**2 + 2052*y*z + 2160*y,,ml_loop
1846,B_verified_numeric,CMF Hunter,3,8,x**4*z**4 + 6*x**4*z**3 + 11*x**4*z**2 + 6*x**4*z + 4*x**3*y*z**4 + 24*x**3*y*z**3 + 44*x**3*y*z**2 + 24*x**3*y*z + 6*x**3*z**4 + 36*x**3*z**3 + 66*x**3*z**2 + 36*x**3*z + 6*x**2*y**2*z**4 + 36*x**2*y**2*z**3 + 66*x**2*y**2*z**2 + 36*x**2*y**2*z + 18*x**2*y*z**4 + 108*x**2*y*z**3 + 198*x**2*y*z**2 + 108*x**2*y*z + 11*x**2*z**4 + 66*x**2*z**3 + 121*x**2*z**2 + 66*x**2*z + 4*x*y**3*z**4 + 24*x*y**3*z**3 + 44*x*y**3*z**2 + 24*x*y**3*z + 18*x*y**2*z**4 + 108*x*y**2*z**3 + 198*x*y**2*z**2 + 108*x*y**2*z + 22*x*y*z**4 + 132*x*y*z**3 + 242*x*y*z**2 + 132*x*y*z + 6*x*z**4 + 36*x*z**3 + 66*x*z**2 + 36*x*z + y**4*z**4 + 6*y**4*z**3 + 11*y**4*z**2 + 6*y**4*z + 6*y**3*z**4 + 36*y**3*z**3 + 66*y**3*z**2 + 36*y**3*z + 11*y**2*z**4 + 66*y**2*z**3 + 121*y**2*z**2 + 66*y**2*z + 6*y*z**4 + 36*y*z**3 + 66*y*z**2 + 36*y*z,,ml_loop
1847,B_verified_numeric,CMF Hunter,3,8,x**4*z**4 - 2*x**4*z**3 - x**4*z**2 + 2*x**4*z + 4*x**3*y*z**4 - 8*x**3*y*z**3 - 4*x**3*y*z**2 + 8*x**3*y*z + 6*x**3*z**4 - 12*x**3*z**3 - 6*x**3*z**2 + 12*x**3*z + 6*x**2*y**2*z**4 - 12*x**2*y**2*z**3 - 6*x**2*y**2*z**2 + 12*x**2*y**2*z + 18*x**2*y*z**4 - 36*x**2*y*z**3 - 18*x**2*y*z**2 + 36*x**2*y*z + 11*x**2*z**4 - 22*x**2*z**3 - 11*x**2*z**2 + 22*x**2*z + 4*x*y**3*z**4 - 8*x*y**3*z**3 - 4*x*y**3*z**2 + 8*x*y**3*z + 18*x*y**2*z**4 - 36*x*y**2*z**3 - 18*x*y**2*z**2 + 36*x*y**2*z + 22*x*y*z**4 - 44*x*y*z**3 - 22*x*y*z**2 + 44*x*y*z + 6*x*z**4 - 12*x*z**3 - 6*x*z**2 + 12*x*z + y**4*z**4 - 2*y**4*z**3 - y**4*z**2 + 2*y**4*z + 6*y**3*z**4 - 12*y**3*z**3 - 6*y**3*z**2 + 12*y**3*z + 11*y**2*z**4 - 22*y**2*z**3 - 11*y**2*z**2 + 22*y**2*z + 6*y*z**4 - 12*y*z**3 - 6*y*z**2 + 12*y*z,,ml_loop
1,A_certified,Gauge Transformed,2,3,y**3 + 2*y**2*x + 2*y*x**2 + x**3,zeta(3),known_family
2,A_certified,Gauge Transformed,2,1,x + y,1/ln(2) (CF limit),known_family
10,A_certified,Gauge Transformed,3,0,,zeta(2)=pi^2/6,training_seed_series
11,A_certified,Gauge Transformed,3,0,,zeta(3),training_seed_series
12,A_certified,Gauge Transformed,3,0,,zeta(4)=pi^4/90,training_seed_series
13,A_certified,Gauge Transformed,3,0,,zeta(5),training_seed_series
14,A_certified,Gauge Transformed,3,0,,zeta(6)=pi^6/945,training_seed_series
15,A_certified,Gauge Transformed,3,0,,ln(2),training_seed_series
16,A_certified,Gauge Transformed,3,0,,pi^2/12,training_seed_series
17,A_certified,Gauge Transformed,3,0,,3*zeta(3)/4,training_seed_series
18,A_certified,Gauge Transformed,3,0,,7*pi^4/720,training_seed_series
19,A_certified,Gauge Transformed,3,0,,pi/4 (Leibniz),training_seed_series
20,A_certified,Gauge Transformed,3,0,,Catalan_G,training_seed_series
21,A_certified,Gauge Transformed,3,0,,pi^3/32,training_seed_series
22,A_certified,Gauge Transformed,3,0,,beta(4),training_seed_series
23,A_certified,Gauge Transformed,3,0,,1/(1-1/2)=2.0,training_seed_series
24,A_certified,Gauge Transformed,3,0,,1/(1-1/3)=1.5,training_seed_series
25,A_certified,Gauge Transformed,3,0,,1/(1-1/4)=1.3333333333333333,training_seed_series
26,A_certified,Gauge Transformed,3,0,,1/(1-2/3)=3.0,training_seed_series
27,A_certified,Gauge Transformed,3,0,,1/(1-1/5)=1.25,training_seed_series
28,A_certified,Gauge Transformed,3,0,,1/(1-3/4)=4.0,training_seed_series
29,A_certified,Gauge Transformed,3,0,,1 (telescoping),training_seed_series
30,A_certified,Gauge Transformed,3,0,,3/4 (telescoping),training_seed_series
31,A_certified,Gauge Transformed,3,0,,Ei(1)-gamma,training_seed_series
35,A_certified,Gauge Transformed,2,0,,sqrt(2),training_seed_contfrac
36,A_certified,Gauge Transformed,3,0,,pi_over_4,training_seed_exotic
37,A_certified,Gauge Transformed,3,0,,Chudnovsky_1_over_pi,training_seed_exotic
40,A_certified,Gauge Transformed,4,0,,Apery_z3_aug4D,training_seed_exotic
41,A_certified,Gauge Transformed,4,0,,Apery_z2_aug4D,training_seed_exotic
48,A_certified,Gauge Transformed,2,0,,Cooper_Apery_z3,training_seed_exotic
