id,cert,source_category,dimension,degree,f_poly,primary_constant,source
1891,C_scouting,CMF Hunter,3,6,x**4*y**2 + 2*x**4*y*z - 3*x**4*y + x**4*z**2 - 3*x**4*z + 4*x**4 + 4*x**3*y**3 + 12*x**3*y**2*z - 14*x**3*y**2 + 12*x**3*y*z**2 - 28*x**3*y*z + 22*x**3*y + 4*x**3*z**3 - 14*x**3*z**2 + 22*x**3*z - 8*x**3 + 6*x**2*y**4 + 24*x**2*y**3*z - 24*x**2*y**3 + 36*x**2*y**2*z**2 - 72*x**2*y**2*z + 41*x**2*y**2 + 24*x**2*y*z**3 - 72*x**2*y*z**2 + 82*x**2*y*z - 21*x**2*y + 6*x**2*z**4 - 24*x**2*z**3 + 41*x**2*z**2 - 21*x**2*z - 4*x**2 + 4*x*y**5 + 20*x*y**4*z - 18*x*y**4 + 40*x*y**3*z**2 - 72*x*y**3*z + 32*x*y**3 + 40*x*y**2*z**3 - 108*x*y**2*z**2 + 96*x*y**2*z - 16*x*y**2 + 20*x*y*z**4 - 72*x*y*z**3 + 96*x*y*z**2 - 32*x*y*z - 14*x*y + 4*x*z**5 - 18*x*z**4 + 32*x*z**3 - 16*x*z**2 - 14*x*z + 8*x + y**6 + 6*y**5*z - 5*y**5 + 15*y**4*z**2 - 25*y**4*z + 9*y**4 + 20*y**3*z**3 - 50*y**3*z**2 + 36*y**3*z - 3*y**3 + 15*y**2*z**4 - 50*y**2*z**3 + 54*y**2*z**2 - 9*y**2*z - 10*y**2 + 6*y*z**5 - 25*y*z**4 + 36*y*z**3 - 9*y*z**2 - 20*y*z + 8*y + z**6 - 5*z**5 + 9*z**4 - 3*z**3 - 10*z**2 + 8*z,,ml_loop
1892,C_scouting,CMF Hunter,3,6,2*x**4*y**2 + 4*x**4*y*z - 10*x**4*y + 2*x**4*z**2 - 10*x**4*z + 14*x**4 + 8*x**3*y**3 + 24*x**3*y**2*z - 52*x**3*y**2 + 24*x**3*y*z**2 - 104*x**3*y*z + 116*x**3*y + 8*x**3*z**3 - 52*x**3*z**2 + 116*x**3*z - 84*x**3 + 12*x**2*y**4 + 48*x**2*y**3*z - 96*x**2*y**3 + 72*x**2*y**2*z**2 - 288*x**2*y**2*z + 286*x**2*y**2 + 48*x**2*y*z**3 - 288*x**2*y*z**2 + 572*x**2*y*z - 362*x**2*y + 12*x**2*z**4 - 96*x**2*z**3 + 286*x**2*z**2 - 362*x**2*z + 154*x**2 + 8*x*y**5 + 40*x*y**4*z - 76*x*y**4 + 80*x*y**3*z**2 - 304*x*y**3*z + 280*x*y**3 + 80*x*y**2*z**3 - 456*x*y**2*z**2 + 840*x*y**2*z - 484*x*y**2 + 40*x*y*z**4 - 304*x*y*z**3 + 840*x*y*z**2 - 968*x*y*z + 368*x*y + 8*x*z**5 - 76*x*z**4 + 280*x*z**3 - 484*x*z**2 + 368*x*z - 84*x + 2*y**6 + 12*y**5*z - 22*y**5 + 30*y**4*z**2 - 110*y**4*z + 96*y**4 + 40*y**3*z**3 - 220*y**3*z**2 + 384*y**3*z - 206*y**3 + 30*y**2*z**4 - 220*y**2*z**3 + 576*y**2*z**2 - 618*y**2*z + 214*y**2 + 12*y*z**5 - 110*y*z**4 + 384*y*z**3 - 618*y*z**2 + 428*y*z - 84*y + 2*z**6 - 22*z**5 + 96*z**4 - 206*z**3 + 214*z**2 - 84*z,,ml_loop
1893,C_scouting,CMF Hunter,3,6,-x**4*y**2 - 2*x**4*y*z + 5*x**4*y - x**4*z**2 + 5*x**4*z - 8*x**4 - 4*x**3*y**3 - 12*x**3*y**2*z + 26*x**3*y**2 - 12*x**3*y*z**2 + 52*x**3*y*z - 62*x**3*y - 4*x**3*z**3 + 26*x**3*z**2 - 62*x**3*z + 48*x**3 - 6*x**2*y**4 - 24*x**2*y**3*z + 48*x**2*y**3 - 36*x**2*y**2*z**2 + 144*x**2*y**2*z - 149*x**2*y**2 - 24*x**2*y*z**3 + 144*x**2*y*z**2 - 298*x**2*y*z + 199*x**2*y - 6*x**2*z**4 + 48*x**2*z**3 - 149*x**2*z**2 + 199*x**2*z - 88*x**2 - 4*x*y**5 - 20*x*y**4*z + 38*x*y**4 - 40*x*y**3*z**2 + 152*x*y**3*z - 144*x*y**3 - 40*x*y**2*z**3 + 228*x*y**2*z**2 - 432*x*y**2*z + 260*x*y**2 - 20*x*y*z**4 + 152*x*y*z**3 - 432*x*y*z**2 + 520*x*y*z - 206*x*y - 4*x*z**5 + 38*x*z**4 - 144*x*z**3 + 260*x*z**2 - 206*x*z + 48*x - y**6 - 6*y**5*z + 11*y**5 - 15*y**4*z**2 + 55*y**4*z - 49*y**4 - 20*y**3*z**3 + 110*y**3*z**2 - 196*y**3*z + 109*y**3 - 15*y**2*z**4 + 110*y**2*z**3 - 294*y**2*z**2 + 327*y**2*z - 118*y**2 - 6*y*z**5 + 55*y*z**4 - 196*y*z**3 + 327*y*z**2 - 236*y*z + 48*y - z**6 + 11*z**5 - 49*z**4 + 109*z**3 - 118*z**2 + 48*z,,ml_loop
1894,C_scouting,CMF Hunter,3,6,-2*x**4*y**2 - 4*x**4*y*z + 10*x**4*y - 2*x**4*z**2 + 10*x**4*z - 13*x**4 - 8*x**3*y**3 - 24*x**3*y**2*z + 52*x**3*y**2 - 24*x**3*y*z**2 + 104*x**3*y*z - 112*x**3*y - 8*x**3*z**3 + 52*x**3*z**2 - 112*x**3*z + 78*x**3 - 12*x**2*y**4 - 48*x**2*y**3*z + 96*x**2*y**3 - 72*x**2*y**2*z**2 + 288*x**2*y**2*z - 280*x**2*y**2 - 48*x**2*y*z**3 + 288*x**2*y*z**2 - 560*x**2*y*z + 344*x**2*y - 12*x**2*z**4 + 96*x**2*z**3 - 280*x**2*z**2 + 344*x**2*z - 143*x**2 - 8*x*y**5 - 40*x*y**4*z + 76*x*y**4 - 80*x*y**3*z**2 + 304*x*y**3*z - 276*x*y**3 - 80*x*y**2*z**3 + 456*x*y**2*z**2 - 828*x*y**2*z + 466*x*y**2 - 40*x*y*z**4 + 304*x*y*z**3 - 828*x*y*z**2 + 932*x*y*z - 346*x*y - 8*x*z**5 + 76*x*z**4 - 276*x*z**3 + 466*x*z**2 - 346*x*z + 78*x - 2*y**6 - 12*y**5*z + 22*y**5 - 30*y**4*z**2 + 110*y**4*z - 95*y**4 - 40*y**3*z**3 + 220*y**3*z**2 - 380*y**3*z + 200*y**3 - 30*y**2*z**4 + 220*y**2*z**3 - 570*y**2*z**2 + 600*y**2*z - 203*y**2 - 12*y*z**5 + 110*y*z**4 - 380*y*z**3 + 600*y*z**2 - 406*y*z + 78*y - 2*z**6 + 22*z**5 - 95*z**4 + 200*z**3 - 203*z**2 + 78*z,,ml_loop
1895,C_scouting,CMF Hunter,3,6,2*x**4*y**2 + 4*x**4*y*z - 6*x**4*y + 2*x**4*z**2 - 6*x**4*z + 3*x**4 + 8*x**3*y**3 + 24*x**3*y**2*z - 28*x**3*y**2 + 24*x**3*y*z**2 - 56*x**3*y*z + 24*x**3*y + 8*x**3*z**3 - 28*x**3*z**2 + 24*x**3*z - 6*x**3 + 12*x**2*y**4 + 48*x**2*y**3*z - 48*x**2*y**3 + 72*x**2*y**2*z**2 - 144*x**2*y**2*z + 52*x**2*y**2 + 48*x**2*y*z**3 - 144*x**2*y*z**2 + 104*x**2*y*z - 12*x**2*y + 12*x**2*z**4 - 48*x**2*z**3 + 52*x**2*z**2 - 12*x**2*z - 3*x**2 + 8*x*y**5 + 40*x*y**4*z - 36*x*y**4 + 80*x*y**3*z**2 - 144*x*y**3*z + 44*x*y**3 + 80*x*y**2*z**3 - 216*x*y**2*z**2 + 132*x*y**2*z - 2*x*y**2 + 40*x*y*z**4 - 144*x*y*z**3 + 132*x*y*z**2 - 4*x*y*z - 18*x*y + 8*x*z**5 - 36*x*z**4 + 44*x*z**3 - 2*x*z**2 - 18*x*z + 6*x + 2*y**6 + 12*y**5*z - 10*y**5 + 30*y**4*z**2 - 50*y**4*z + 13*y**4 + 40*y**3*z**3 - 100*y**3*z**2 + 52*y**3*z + 4*y**3 + 30*y**2*z**4 - 100*y**2*z**3 + 78*y**2*z**2 + 12*y**2*z - 15*y**2 + 12*y*z**5 - 50*y*z**4 + 52*y*z**3 + 12*y*z**2 - 30*y*z + 6*y + 2*z**6 - 10*z**5 + 13*z**4 + 4*z**3 - 15*z**2 + 6*z,,ml_loop
1896,C_scouting,CMF Hunter,3,6,-2*x**4*y**2 - 4*x**4*y*z + 6*x**4*y - 2*x**4*z**2 + 6*x**4*z - 2*x**4 - 8*x**3*y**3 - 24*x**3*y**2*z + 28*x**3*y**2 - 24*x**3*y*z**2 + 56*x**3*y*z - 20*x**3*y - 8*x**3*z**3 + 28*x**3*z**2 - 20*x**3*z + 4*x**3 - 12*x**2*y**4 - 48*x**2*y**3*z + 48*x**2*y**3 - 72*x**2*y**2*z**2 + 144*x**2*y**2*z - 46*x**2*y**2 - 48*x**2*y*z**3 + 144*x**2*y*z**2 - 92*x**2*y*z + 6*x**2*y - 12*x**2*z**4 + 48*x**2*z**3 - 46*x**2*z**2 + 6*x**2*z + 2*x**2 - 8*x*y**5 - 40*x*y**4*z + 36*x*y**4 - 80*x*y**3*z**2 + 144*x*y**3*z - 40*x*y**3 - 80*x*y**2*z**3 + 216*x*y**2*z**2 - 120*x*y**2*z - 4*x*y**2 - 40*x*y*z**4 + 144*x*y*z**3 - 120*x*y*z**2 - 8*x*y*z + 16*x*y - 8*x*z**5 + 36*x*z**4 - 40*x*z**3 - 4*x*z**2 + 16*x*z - 4*x - 2*y**6 - 12*y**5*z + 10*y**5 - 30*y**4*z**2 + 50*y**4*z - 12*y**4 - 40*y**3*z**3 + 100*y**3*z**2 - 48*y**3*z - 6*y**3 - 30*y**2*z**4 + 100*y**2*z**3 - 72*y**2*z**2 - 18*y**2*z + 14*y**2 - 12*y*z**5 + 50*y*z**4 - 48*y*z**3 - 18*y*z**2 + 28*y*z - 4*y - 2*z**6 + 10*z**5 - 12*z**4 - 6*z**3 + 14*z**2 - 4*z,,ml_loop
1897,C_scouting,CMF Hunter,3,6,x**4*y**2 + 2*x**4*y*z - 5*x**4*y + x**4*z**2 - 5*x**4*z + 4*x**4 + 4*x**3*y**3 + 12*x**3*y**2*z - 26*x**3*y**2 + 12*x**3*y*z**2 - 52*x**3*y*z + 46*x**3*y + 4*x**3*z**3 - 26*x**3*z**2 + 46*x**3*z - 24*x**3 + 6*x**2*y**4 + 24*x**2*y**3*z - 48*x**2*y**3 + 36*x**2*y**2*z**2 - 144*x**2*y**2*z + 125*x**2*y**2 + 24*x**2*y*z**3 - 144*x**2*y*z**2 + 250*x**2*y*z - 127*x**2*y + 6*x**2*z**4 - 48*x**2*z**3 + 125*x**2*z**2 - 127*x**2*z + 44*x**2 + 4*x*y**5 + 20*x*y**4*z - 38*x*y**4 + 40*x*y**3*z**2 - 152*x*y**3*z + 128*x*y**3 + 40*x*y**2*z**3 - 228*x*y**2*z**2 + 384*x*y**2*z - 188*x*y**2 + 20*x*y*z**4 - 152*x*y*z**3 + 384*x*y*z**2 - 376*x*y*z + 118*x*y + 4*x*z**5 - 38*x*z**4 + 128*x*z**3 - 188*x*z**2 + 118*x*z - 24*x + y**6 + 6*y**5*z - 11*y**5 + 15*y**4*z**2 - 55*y**4*z + 45*y**4 + 20*y**3*z**3 - 110*y**3*z**2 + 180*y**3*z - 85*y**3 + 15*y**2*z**4 - 110*y**2*z**3 + 270*y**2*z**2 - 255*y**2*z + 74*y**2 + 6*y*z**5 - 55*y*z**4 + 180*y*z**3 - 255*y*z**2 + 148*y*z - 24*y + z**6 - 11*z**5 + 45*z**4 - 85*z**3 + 74*z**2 - 24*z,,ml_loop
1898,C_scouting,CMF Hunter,3,6,-2*x**4*y**2 - 4*x**4*y*z + 10*x**4*y - 2*x**4*z**2 + 10*x**4*z - 11*x**4 - 8*x**3*y**3 - 24*x**3*y**2*z + 52*x**3*y**2 - 24*x**3*y*z**2 + 104*x**3*y*z - 104*x**3*y - 8*x**3*z**3 + 52*x**3*z**2 - 104*x**3*z + 66*x**3 - 12*x**2*y**4 - 48*x**2*y**3*z + 96*x**2*y**3 - 72*x**2*y**2*z**2 + 288*x**2*y**2*z - 268*x**2*y**2 - 48*x**2*y*z**3 + 288*x**2*y*z**2 - 536*x**2*y*z + 308*x**2*y - 12*x**2*z**4 + 96*x**2*z**3 - 268*x**2*z**2 + 308*x**2*z - 121*x**2 - 8*x*y**5 - 40*x*y**4*z + 76*x*y**4 - 80*x*y**3*z**2 + 304*x*y**3*z - 268*x*y**3 - 80*x*y**2*z**3 + 456*x*y**2*z**2 - 804*x*y**2*z + 430*x*y**2 - 40*x*y*z**4 + 304*x*y*z**3 - 804*x*y*z**2 + 860*x*y*z - 302*x*y - 8*x*z**5 + 76*x*z**4 - 268*x*z**3 + 430*x*z**2 - 302*x*z + 66*x - 2*y**6 - 12*y**5*z + 22*y**5 - 30*y**4*z**2 + 110*y**4*z - 93*y**4 - 40*y**3*z**3 + 220*y**3*z**2 - 372*y**3*z + 188*y**3 - 30*y**2*z**4 + 220*y**2*z**3 - 558*y**2*z**2 + 564*y**2*z - 181*y**2 - 12*y*z**5 + 110*y*z**4 - 372*y*z**3 + 564*y*z**2 - 362*y*z + 66*y - 2*z**6 + 22*z**5 - 93*z**4 + 188*z**3 - 181*z**2 + 66*z,,ml_loop
1899,C_scouting,CMF Hunter,3,6,x**4*y**2 + 2*x**4*y*z - 5*x**4*y + x**4*z**2 - 5*x**4*z + 7*x**4 + 4*x**3*y**3 + 12*x**3*y**2*z - 26*x**3*y**2 + 12*x**3*y*z**2 - 52*x**3*y*z + 58*x**3*y + 4*x**3*z**3 - 26*x**3*z**2 + 58*x**3*z - 42*x**3 + 6*x**2*y**4 + 24*x**2*y**3*z - 48*x**2*y**3 + 36*x**2*y**2*z**2 - 144*x**2*y**2*z + 143*x**2*y**2 + 24*x**2*y*z**3 - 144*x**2*y*z**2 + 286*x**2*y*z - 181*x**2*y + 6*x**2*z**4 - 48*x**2*z**3 + 143*x**2*z**2 - 181*x**2*z + 77*x**2 + 4*x*y**5 + 20*x*y**4*z - 38*x*y**4 + 40*x*y**3*z**2 - 152*x*y**3*z + 140*x*y**3 + 40*x*y**2*z**3 - 228*x*y**2*z**2 + 420*x*y**2*z - 242*x*y**2 + 20*x*y*z**4 - 152*x*y*z**3 + 420*x*y*z**2 - 484*x*y*z + 184*x*y + 4*x*z**5 - 38*x*z**4 + 140*x*z**3 - 242*x*z**2 + 184*x*z - 42*x + y**6 + 6*y**5*z - 11*y**5 + 15*y**4*z**2 - 55*y**4*z + 48*y**4 + 20*y**3*z**3 - 110*y**3*z**2 + 192*y**3*z - 103*y**3 + 15*y**2*z**4 - 110*y**2*z**3 + 288*y**2*z**2 - 309*y**2*z + 107*y**2 + 6*y*z**5 - 55*y*z**4 + 192*y*z**3 - 309*y*z**2 + 214*y*z - 42*y + z**6 - 11*z**5 + 48*z**4 - 103*z**3 + 107*z**2 - 42*z,,ml_loop
1900,C_scouting,CMF Hunter,3,6,2*x**4*y**2 + 4*x**4*y*z - 6*x**4*y + 2*x**4*z**2 - 6*x**4*z + 5*x**4 + 8*x**3*y**3 + 24*x**3*y**2*z - 28*x**3*y**2 + 24*x**3*y*z**2 - 56*x**3*y*z + 32*x**3*y + 8*x**3*z**3 - 28*x**3*z**2 + 32*x**3*z - 10*x**3 + 12*x**2*y**4 + 48*x**2*y**3*z - 48*x**2*y**3 + 72*x**2*y**2*z**2 - 144*x**2*y**2*z + 64*x**2*y**2 + 48*x**2*y*z**3 - 144*x**2*y*z**2 + 128*x**2*y*z - 24*x**2*y + 12*x**2*z**4 - 48*x**2*z**3 + 64*x**2*z**2 - 24*x**2*z - 5*x**2 + 8*x*y**5 + 40*x*y**4*z - 36*x*y**4 + 80*x*y**3*z**2 - 144*x*y**3*z + 52*x*y**3 + 80*x*y**2*z**3 - 216*x*y**2*z**2 + 156*x*y**2*z - 14*x*y**2 + 40*x*y*z**4 - 144*x*y*z**3 + 156*x*y*z**2 - 28*x*y*z - 22*x*y + 8*x*z**5 - 36*x*z**4 + 52*x*z**3 - 14*x*z**2 - 22*x*z + 10*x + 2*y**6 + 12*y**5*z - 10*y**5 + 30*y**4*z**2 - 50*y**4*z + 15*y**4 + 40*y**3*z**3 - 100*y**3*z**2 + 60*y**3*z + 30*y**2*z**4 - 100*y**2*z**3 + 90*y**2*z**2 - 17*y**2 + 12*y*z**5 - 50*y*z**4 + 60*y*z**3 - 34*y*z + 10*y + 2*z**6 - 10*z**5 + 15*z**4 - 17*z**2 + 10*z,,ml_loop
1901,C_scouting,CMF Hunter,3,8,x**8 + 8*x**7*y + 4*x**7*z + 8*x**7 + 28*x**6*y**2 + 28*x**6*y*z + 56*x**6*y + 6*x**6*z**2 + 38*x**6*z - 2*x**6 + 56*x**5*y**3 + 84*x**5*y**2*z + 168*x**5*y**2 + 36*x**5*y*z**2 + 228*x**5*y*z - 12*x**5*y + 4*x**5*z**3 + 66*x**5*z**2 + 54*x**5*z - 124*x**5 + 70*x**4*y**4 + 140*x**4*y**3*z + 280*x**4*y**3 + 90*x**4*y**2*z**2 + 570*x**4*y**2*z - 30*x**4*y**2 + 20*x**4*y*z**3 + 330*x**4*y*z**2 + 270*x**4*y*z - 620*x**4*y + x**4*z**4 + 50*x**4*z**3 + 185*x**4*z**2 - 360*x**4*z - 107*x**4 + 56*x**3*y**5 + 140*x**3*y**4*z + 280*x**3*y**4 + 120*x**3*y**3*z**2 + 760*x**3*y**3*z - 40*x**3*y**3 + 40*x**3*y**2*z**3 + 660*x**3*y**2*z**2 + 540*x**3*y**2*z - 1240*x**3*y**2 + 4*x**3*y*z**4 + 200*x**3*y*z**3 + 740*x**3*y*z**2 - 1440*x**3*y*z - 428*x**3*y + 14*x**3*z**4 + 200*x**3*z**3 - 200*x**3*z**2 - 814*x**3*z + 548*x**3 + 28*x**2*y**6 + 84*x**2*y**5*z + 168*x**2*y**5 + 90*x**2*y**4*z**2 + 570*x**2*y**4*z - 30*x**2*y**4 + 40*x**2*y**3*z**3 + 660*x**2*y**3*z**2 + 540*x**2*y**3*z - 1240*x**2*y**3 + 6*x**2*y**2*z**4 + 300*x**2*y**2*z**3 + 1110*x**2*y**2*z**2 - 2160*x**2*y**2*z - 642*x**2*y**2 + 42*x**2*y*z**4 + 600*x**2*y*z**3 - 600*x**2*y*z**2 - 2442*x**2*y*z + 1644*x**2*y + 71*x**2*z**4 + 190*x**2*z**3 - 1271*x**2*z**2 + 802*x**2*z + 396*x**2 + 8*x*y**7 + 28*x*y**6*z + 56*x*y**6 + 36*x*y**5*z**2 + 228*x*y**5*z - 12*x*y**5 + 20*x*y**4*z**3 + 330*x*y**4*z**2 + 270*x*y**4*z - 620*x*y**4 + 4*x*y**3*z**4 + 200*x*y**3*z**3 + 740*x*y**3*z**2 - 1440*x*y**3*z - 428*x*y**3 + 42*x*y**2*z**4 + 600*x*y**2*z**3 - 600*x*y**2*z**2 - 2442*x*y**2*z + 1644*x*y**2 + 142*x*y*z**4 + 380*x*y*z**3 - 2542*x*y*z**2 + 1604*x*y*z + 792*x*y + 154*x*z**4 - 444*x*z**3 - 466*x*z**2 + 1716*x*z - 720*x + y**8 + 4*y**7*z + 8*y**7 + 6*y**6*z**2 + 38*y**6*z - 2*y**6 + 4*y**5*z**3 + 66*y**5*z**2 + 54*y**5*z - 124*y**5 + y**4*z**4 + 50*y**4*z**3 + 185*y**4*z**2 - 360*y**4*z - 107*y**4 + 14*y**3*z**4 + 200*y**3*z**3 - 200*y**3*z**2 - 814*y**3*z + 548*y**3 + 71*y**2*z**4 + 190*y**2*z**3 - 1271*y**2*z**2 + 802*y**2*z + 396*y**2 + 154*y*z**4 - 444*y*z**3 - 466*y*z**2 + 1716*y*z - 720*y + 120*z**4 - 720*z**3 + 1320*z**2 - 720*z,,ml_loop
1902,C_scouting,CMF Hunter,3,8,x**8 + 8*x**7*y + 4*x**7*z + 4*x**7 + 28*x**6*y**2 + 28*x**6*y*z + 28*x**6*y + 6*x**6*z**2 + 22*x**6*z - 14*x**6 + 56*x**5*y**3 + 84*x**5*y**2*z + 84*x**5*y**2 + 36*x**5*y*z**2 + 132*x**5*y*z - 84*x**5*y + 4*x**5*z**3 + 42*x**5*z**2 - 18*x**5*z - 56*x**5 + 70*x**4*y**4 + 140*x**4*y**3*z + 140*x**4*y**3 + 90*x**4*y**2*z**2 + 330*x**4*y**2*z - 210*x**4*y**2 + 20*x**4*y*z**3 + 210*x**4*y*z**2 - 90*x**4*y*z - 280*x**4*y + x**4*z**4 + 34*x**4*z**3 + 41*x**4*z**2 - 216*x**4*z + 49*x**4 + 56*x**3*y**5 + 140*x**3*y**4*z + 140*x**3*y**4 + 120*x**3*y**3*z**2 + 440*x**3*y**3*z - 280*x**3*y**3 + 40*x**3*y**2*z**3 + 420*x**3*y**2*z**2 - 180*x**3*y**2*z - 560*x**3*y**2 + 4*x**3*y*z**4 + 136*x**3*y*z**3 + 164*x**3*y*z**2 - 864*x**3*y*z + 196*x**3*y + 10*x**3*z**4 + 80*x**3*z**3 - 220*x**3*z**2 - 94*x**3*z + 196*x**3 + 28*x**2*y**6 + 84*x**2*y**5*z + 84*x**2*y**5 + 90*x**2*y**4*z**2 + 330*x**2*y**4*z - 210*x**2*y**4 + 40*x**2*y**3*z**3 + 420*x**2*y**3*z**2 - 180*x**2*y**3*z - 560*x**2*y**3 + 6*x**2*y**2*z**4 + 204*x**2*y**2*z**3 + 246*x**2*y**2*z**2 - 1296*x**2*y**2*z + 294*x**2*y**2 + 30*x**2*y*z**4 + 240*x**2*y*z**3 - 660*x**2*y*z**2 - 282*x**2*y*z + 588*x**2*y + 35*x**2*z**4 - 10*x**2*z**3 - 371*x**2*z**2 + 458*x**2*z - 36*x**2 + 8*x*y**7 + 28*x*y**6*z + 28*x*y**6 + 36*x*y**5*z**2 + 132*x*y**5*z - 84*x*y**5 + 20*x*y**4*z**3 + 210*x*y**4*z**2 - 90*x*y**4*z - 280*x*y**4 + 4*x*y**3*z**4 + 136*x*y**3*z**3 + 164*x*y**3*z**2 - 864*x*y**3*z + 196*x*y**3 + 30*x*y**2*z**4 + 240*x*y**2*z**3 - 660*x*y**2*z**2 - 282*x*y**2*z + 588*x*y**2 + 70*x*y*z**4 - 20*x*y*z**3 - 742*x*y*z**2 + 916*x*y*z - 72*x*y + 50*x*z**4 - 204*x*z**3 + 118*x*z**2 + 228*x*z - 144*x + y**8 + 4*y**7*z + 4*y**7 + 6*y**6*z**2 + 22*y**6*z - 14*y**6 + 4*y**5*z**3 + 42*y**5*z**2 - 18*y**5*z - 56*y**5 + y**4*z**4 + 34*y**4*z**3 + 41*y**4*z**2 - 216*y**4*z + 49*y**4 + 10*y**3*z**4 + 80*y**3*z**3 - 220*y**3*z**2 - 94*y**3*z + 196*y**3 + 35*y**2*z**4 - 10*y**2*z**3 - 371*y**2*z**2 + 458*y**2*z - 36*y**2 + 50*y*z**4 - 204*y*z**3 + 118*y*z**2 + 228*y*z - 144*y + 24*z**4 - 144*z**3 + 264*z**2 - 144*z,,ml_loop
1903,C_scouting,CMF Hunter,3,8,x**8 + 8*x**7*y + 4*x**7*z - 4*x**7 + 28*x**6*y**2 + 28*x**6*y*z - 28*x**6*y + 6*x**6*z**2 - 10*x**6*z - 2*x**6 + 56*x**5*y**3 + 84*x**5*y**2*z - 84*x**5*y**2 + 36*x**5*y*z**2 - 60*x**5*y*z - 12*x**5*y + 4*x**5*z**3 - 6*x**5*z**2 - 18*x**5*z + 20*x**5 + 70*x**4*y**4 + 140*x**4*y**3*z - 140*x**4*y**3 + 90*x**4*y**2*z**2 - 150*x**4*y**2*z - 30*x**4*y**2 + 20*x**4*y*z**3 - 30*x**4*y*z**2 - 90*x**4*y*z + 100*x**4*y + x**4*z**4 + 2*x**4*z**3 - 31*x**4*z**2 + 48*x**4*z - 11*x**4 + 56*x**3*y**5 + 140*x**3*y**4*z - 140*x**3*y**4 + 120*x**3*y**3*z**2 - 200*x**3*y**3*z - 40*x**3*y**3 + 40*x**3*y**2*z**3 - 60*x**3*y**2*z**2 - 180*x**3*y**2*z + 200*x**3*y**2 + 4*x**3*y*z**4 + 8*x**3*y*z**3 - 124*x**3*y*z**2 + 192*x**3*y*z - 44*x**3*y + 2*x**3*z**4 - 16*x**3*z**3 + 28*x**3*z**2 + 2*x**3*z - 16*x**3 + 28*x**2*y**6 + 84*x**2*y**5*z - 84*x**2*y**5 + 90*x**2*y**4*z**2 - 150*x**2*y**4*z - 30*x**2*y**4 + 40*x**2*y**3*z**3 - 60*x**2*y**3*z**2 - 180*x**2*y**3*z + 200*x**2*y**3 + 6*x**2*y**2*z**4 + 12*x**2*y**2*z**3 - 186*x**2*y**2*z**2 + 288*x**2*y**2*z - 66*x**2*y**2 + 6*x**2*y*z**4 - 48*x**2*y*z**3 + 84*x**2*y*z**2 + 6*x**2*y*z - 48*x**2*y - x**2*z**4 - 2*x**2*z**3 + 25*x**2*z**2 - 38*x**2*z + 12*x**2 + 8*x*y**7 + 28*x*y**6*z - 28*x*y**6 + 36*x*y**5*z**2 - 60*x*y**5*z - 12*x*y**5 + 20*x*y**4*z**3 - 30*x*y**4*z**2 - 90*x*y**4*z + 100*x*y**4 + 4*x*y**3*z**4 + 8*x*y**3*z**3 - 124*x*y**3*z**2 + 192*x*y**3*z - 44*x*y**3 + 6*x*y**2*z**4 - 48*x*y**2*z**3 + 84*x*y**2*z**2 + 6*x*y**2*z - 48*x*y**2 - 2*x*y*z**4 - 4*x*y*z**3 + 50*x*y*z**2 - 76*x*y*z + 24*x*y - 2*x*z**4 + 12*x*z**3 - 22*x*z**2 + 12*x*z + y**8 + 4*y**7*z - 4*y**7 + 6*y**6*z**2 - 10*y**6*z - 2*y**6 + 4*y**5*z**3 - 6*y**5*z**2 - 18*y**5*z + 20*y**5 + y**4*z**4 + 2*y**4*z**3 - 31*y**4*z**2 + 48*y**4*z - 11*y**4 + 2*y**3*z**4 - 16*y**3*z**3 + 28*y**3*z**2 + 2*y**3*z - 16*y**3 - y**2*z**4 - 2*y**2*z**3 + 25*y**2*z**2 - 38*y**2*z + 12*y**2 - 2*y*z**4 + 12*y*z**3 - 22*y*z**2 + 12*y*z,,ml_loop
